Date,Open,High,Low,Close,Adj Close,Volume
2018-12-07,170.000000,172.000000,162.000000,166.199997,161.756943,49750931
2018-12-10,162.000000,169.500000,160.000000,165.649994,161.221649,50379613
2018-12-11,164.500000,179.850006,163.800003,177.850006,173.095520,85103084
2018-12-12,182.000000,187.500000,181.550003,186.600006,181.611603,71832334
2018-12-13,193.000000,193.199997,172.300003,174.699997,170.029724,108920029
2018-12-14,172.699997,181.600006,168.250000,180.350006,175.528687,79566067
2018-12-17,183.250000,184.449997,179.449997,181.000000,176.161316,35269769
2018-12-18,180.000000,180.899994,176.750000,179.000000,174.214767,35729865
2018-12-19,180.500000,183.149994,178.600006,179.550003,174.750076,40247602
2018-12-20,179.000000,187.600006,178.000000,186.750000,181.757584,61970822
2018-12-21,188.000000,188.449997,180.850006,182.949997,178.059174,40864241
2018-12-24,184.000000,185.500000,181.250000,182.300003,177.426559,32861722
2018-12-26,182.500000,182.649994,174.250000,179.449997,174.652740,47421246
2018-12-27,183.000000,183.449997,177.050003,178.100006,173.338837,44303877
2018-12-28,180.000000,183.300003,180.000000,181.449997,176.599274,27142501
2018-12-31,183.199997,183.850006,181.000000,181.800003,176.939926,18970865
2019-01-01,182.600006,185.899994,181.000000,184.250000,179.324417,24160878
2019-01-02,183.449997,187.000000,182.500000,184.649994,179.713730,32583205
2019-01-03,185.250000,186.000000,183.500000,184.100006,179.178436,20239949
2019-01-04,184.850006,190.300003,181.550003,189.649994,184.580063,45914917
2019-01-07,193.899994,194.399994,185.800003,187.149994,182.146896,40515242
2019-01-08,188.000000,193.199997,185.000000,192.350006,187.207901,40559174
2019-01-09,193.949997,193.949997,181.500000,186.449997,181.465607,63673200
2019-01-10,188.000000,188.899994,184.199997,186.899994,181.903580,36296992
2019-01-11,188.699997,189.899994,182.750000,184.250000,179.324417,33594786
2019-01-14,185.000000,198.000000,182.300003,195.350006,190.127701,98089778
2019-01-15,196.600006,205.000000,196.100006,203.000000,197.573181,82308056
2019-01-16,204.800003,209.149994,203.500000,208.350006,202.780167,58015710
2019-01-17,209.250000,209.550003,200.250000,201.500000,196.113281,60534702
2019-01-18,202.000000,203.050003,196.199997,198.600006,193.290802,41858021
2019-01-21,199.300003,200.500000,190.699997,191.949997,186.818588,37304992
2019-01-22,191.500000,193.800003,187.399994,192.199997,187.061890,38382360
2019-01-23,194.500000,199.500000,193.649994,197.250000,191.976898,46394304
2019-01-24,199.000000,235.000000,189.000000,215.399994,209.641693,127603904
2019-01-25,225.000000,245.000000,218.000000,219.600006,213.729416,183425643
2019-01-28,222.449997,223.000000,206.100006,207.500000,201.952881,58015753
2019-01-29,207.000000,209.449997,195.699997,202.899994,197.475845,76651017
2019-01-30,211.000000,212.000000,198.300003,199.500000,194.166748,65312137
2019-01-31,202.000000,202.449997,190.149994,194.100006,188.911118,67794993
2019-02-01,195.899994,197.199997,181.250000,185.600006,180.638336,66597684
2019-02-04,184.250000,184.699997,175.600006,179.800003,174.993393,60771732
2019-02-05,179.800003,183.500000,175.000000,176.100006,171.392303,44477885
2019-02-06,178.899994,178.949997,173.000000,176.449997,171.732956,45391450
2019-02-07,177.100006,181.800003,175.250000,176.949997,172.219574,44494971
2019-02-08,177.000000,178.500000,173.250000,175.100006,170.419052,32561739
2019-02-11,175.100006,176.000000,170.100006,173.250000,168.618484,29509227
2019-02-12,173.000000,176.250000,172.100006,172.649994,168.034515,22298518
2019-02-14,186.350006,224.000000,186.350006,221.250000,215.335297,264725005
2019-02-15,226.899994,226.899994,211.300003,219.000000,213.145447,141193124
2019-02-18,201.000000,216.699997,201.000000,213.550003,207.841156,89969426
2019-02-19,215.100006,218.100006,211.550003,212.850006,207.159866,33990276
2019-02-20,216.899994,219.800003,213.350006,217.850006,212.026199,48429455
2019-02-21,218.850006,218.850006,214.000000,215.149994,209.398376,27975632
2019-02-22,214.500000,223.699997,213.100006,222.000000,216.065262,51329944
2019-02-25,223.850006,230.600006,221.199997,229.100006,222.975449,47825222
2019-02-26,223.199997,234.449997,220.100006,229.500000,223.364761,84298892
2019-02-27,233.000000,236.800003,223.649994,228.199997,222.099518,74650022
2019-02-28,230.000000,232.750000,226.800003,231.149994,224.970627,45753501
2019-03-01,234.899994,238.500000,234.100006,237.600006,231.248215,42006406
2019-03-05,236.000000,240.750000,234.500000,237.449997,231.102234,30848699
2019-03-06,238.100006,240.649994,232.949997,235.300003,229.009705,24658589
2019-03-07,235.500000,236.000000,228.649994,231.699997,225.505951,27229610
2019-03-08,231.699997,234.899994,229.500000,232.300003,226.089905,23233663
2019-03-11,233.000000,238.000000,231.600006,236.300003,229.982971,21189817
2019-03-12,238.000000,239.199997,235.000000,235.850006,229.544998,22100817
2019-03-13,236.000000,247.600006,232.699997,244.300003,237.769119,58883298
2019-03-14,248.000000,254.000000,246.149994,249.850006,243.170746,59684202
2019-03-15,251.699997,252.800003,243.500000,245.050003,238.499069,38715468
2019-03-18,247.000000,248.550003,241.800003,245.949997,239.375000,24825632
2019-03-19,246.649994,250.500000,245.000000,248.800003,242.148804,21448040
2019-03-20,248.750000,253.000000,246.399994,252.149994,245.409241,26817389
2019-03-22,253.000000,257.500000,250.350006,252.600006,245.847229,34018752
2019-03-25,250.000000,250.399994,246.100006,247.250000,240.640244,23540100
2019-03-26,247.500000,254.800003,247.449997,253.699997,246.917816,20571726
2019-03-27,258.399994,269.850006,256.100006,268.450012,261.273529,84155309
2019-03-28,270.649994,277.700012,268.299988,276.100006,268.718994,48078072
2019-04-01,276.000000,280.000000,273.799988,275.899994,268.524323,27807546
2019-04-02,278.200012,282.049988,274.799988,280.299988,272.806702,24708930
2019-04-03,283.500000,286.000000,272.200012,273.700012,266.383179,31808834
2019-04-04,274.000000,275.000000,265.000000,268.049988,260.884186,42003554
2019-04-05,270.000000,274.000000,264.250000,266.850006,259.716278,28319923
2019-04-08,267.100006,268.100006,258.250000,260.049988,253.098038,26252469
2019-04-09,261.899994,272.000000,258.700012,270.600006,263.366028,39195173
2019-04-10,272.000000,275.450012,267.500000,268.250000,261.078827,32016249
2019-04-11,268.750000,270.250000,264.000000,269.049988,261.857452,20363799
2019-04-12,269.700012,271.899994,265.799988,267.899994,260.738190,21736271
2019-04-15,268.450012,269.899994,264.799988,265.500000,258.402374,13509220
2019-04-16,267.549988,269.200012,265.000000,266.450012,259.326965,16368625
2019-04-18,266.399994,267.950012,254.050003,255.800003,248.961670,32491440
2019-04-22,253.949997,254.399994,237.000000,238.350006,231.978165,37467080
2019-04-23,239.000000,244.649994,230.500000,232.699997,226.479202,43232834
2019-04-24,233.000000,240.399994,231.199997,239.149994,232.756775,38516951
2019-04-25,241.000000,250.399994,236.050003,237.050003,230.712921,71641179
2019-04-26,239.899994,240.350006,232.100006,237.199997,230.858902,48524121
2019-04-30,213.500000,213.500000,165.600006,168.000000,163.508835,217219923
2019-05-02,162.000000,178.000000,160.000000,173.750000,169.105133,124177861
2019-05-03,177.000000,177.800003,169.699997,175.899994,171.197632,58953903
2019-05-06,168.050003,171.899994,165.500000,166.250000,161.805618,49500412
2019-05-07,169.000000,169.949997,163.649994,164.750000,160.345718,40445964
2019-05-08,165.000000,166.500000,160.000000,160.750000,156.452667,47387735
2019-05-09,158.000000,171.399994,156.500000,170.300003,165.747345,88653903
2019-05-10,172.750000,174.250000,162.800003,163.850006,159.469788,62257935
2019-05-13,164.899994,165.449997,154.000000,154.699997,150.564392,60884255
2019-05-14,155.100006,158.899994,151.399994,155.850006,151.683655,62642515
2019-05-15,154.199997,154.300003,141.800003,142.949997,139.128494,95899314
2019-05-16,144.000000,145.899994,134.649994,137.750000,134.067520,82730883
2019-05-17,141.000000,146.000000,132.449997,134.149994,130.563751,117940438
2019-05-20,142.500000,144.899994,137.000000,143.550003,139.712463,82205265
2019-05-21,145.000000,145.000000,138.500000,141.000000,137.230637,59499614
2019-05-22,141.000000,141.250000,135.500000,137.550003,133.872864,58669730
2019-05-23,143.899994,150.800003,138.750000,139.750000,136.014053,111719246
2019-05-24,141.000000,142.899994,139.500000,141.199997,137.425278,45274708
2019-05-27,142.000000,148.449997,140.850006,146.800003,142.875595,67258367
2019-05-28,148.949997,154.899994,148.199997,152.800003,148.715195,81670499
2019-05-29,154.000000,156.000000,150.649994,151.699997,147.644577,49000782
2019-05-30,150.199997,156.500000,149.899994,155.000000,150.856369,55475576
2019-05-31,156.600006,157.000000,147.000000,147.800003,143.848846,63368992
2019-06-03,148.000000,149.899994,144.500000,149.449997,147.449997,40272408
2019-06-04,148.800003,153.850006,148.550003,152.800003,152.800003,45560540
2019-06-06,148.449997,151.199997,142.300003,143.399994,143.399994,65169529
2019-06-07,143.399994,145.449997,136.149994,139.899994,139.899994,66206668
2019-06-10,141.899994,145.000000,132.550003,135.899994,135.899994,86398912
2019-06-11,135.000000,143.500000,133.750000,139.550003,139.550003,80946657
2019-06-12,136.000000,137.800003,133.600006,134.750000,134.750000,56236715
2019-06-13,130.800003,130.800003,116.000000,117.099998,117.099998,197154833
2019-06-14,118.500000,121.000000,112.849998,115.050003,115.050003,155169990
2019-06-17,118.000000,118.349998,113.750000,116.150002,116.150002,84433323
2019-06-18,116.000000,117.500000,107.099998,109.300003,109.300003,116604528
2019-06-19,109.000000,111.449997,101.300003,103.199997,103.199997,126458237
2019-06-20,102.000000,115.900002,98.699997,114.550003,114.550003,159393077
2019-06-21,114.550003,114.800003,108.250000,109.599998,109.599998,106421502
2019-06-24,112.000000,114.000000,108.849998,111.949997,111.949997,79695315
2019-06-25,111.000000,112.500000,109.099998,110.050003,110.050003,56892279
2019-06-26,109.000000,114.650002,108.400002,113.050003,113.050003,72879532
2019-06-27,113.050003,114.500000,111.800003,112.400002,112.400002,51280994
2019-06-28,112.500000,113.000000,107.500000,108.750000,108.750000,68854685
2019-07-01,109.500000,110.500000,107.650002,109.150002,109.150002,42545442
2019-07-02,108.050003,108.050003,99.800003,100.800003,100.800003,149669579
2019-07-03,100.750000,103.800003,98.849998,99.750000,99.750000,112667717
2019-07-04,101.000000,102.150002,95.199997,96.250000,96.250000,108105010
2019-07-05,95.000000,96.849998,87.400002,88.150002,88.150002,220546903
2019-07-08,87.000000,94.599998,85.650002,93.150002,93.150002,197675527
2019-07-09,95.000000,97.000000,90.300003,91.349998,91.349998,137863884
2019-07-10,92.150002,94.000000,91.500000,93.000000,93.000000,75776545
2019-07-11,94.000000,95.000000,90.699997,92.449997,92.449997,73432269
2019-07-12,93.250000,94.849998,91.650002,94.199997,94.199997,60702978
2019-07-15,95.000000,99.300003,92.550003,93.199997,93.199997,126736904
2019-07-16,94.000000,106.500000,92.250000,103.849998,103.849998,228680626
2019-07-17,0.000000,0.000000,97.550003,98.400002,98.400002,238256268
